S 1 2266169
R 1 2266652
S 2 2266670
R 2 2267158
S 3 2267171
R 3 2267645
S 4 2267672
R 4 2268129
S 5 2268173
R 5 2268625
S 6 2268674
R 6 2269127
S 7 2269175
R 7 2269609
S 8 2269676
R 8 2270153
S 9 2270177
R 9 2270636
S 10 2270678
R 10 2271135
S 11 2271179
R 11 2271635
S 12 2271680
R 12 2272121
S 13 2272181
R 13 2272617
S 14 2272683
R 14 2273174
S 15 2273184
R 15 2273656
S 16 2273685
R 16 2274142
S 17 2274186
R 17 2274660
S 18 2274688
R 18 2275140
S 19 2275189
R 19 2275634
S 20 2275690
R 20 2276123
S 21 2276191
S 22 2276692
R 21 2276746
R 22 2277174
S 23 2277193
R 23 2277648
S 24 2277694
R 24 2278167
S 25 2278195
R 25 2278664
S 26 2278696
R 26 2279143
S 27 2279197
R 27 2279682
S 28 2279698
R 28 2280186
S 29 2280199
R 29 2280682
S 30 2280700
R 30 2281158
S 31 2281201
R 31 2281675
S 32 2281702
R 32 2282183
S 33 2282203
R 33 2282677
S 34 2282704
R 34 2283175
S 35 2283205
R 35 2283657
S 36 2283706
R 36 2284143
S 37 2284207
R 37 2284667
S 38 2284708
R 38 2285179
S 39 2285209
R 39 2285682
S 40 2285710
R 40 2286173
S 41 2286211
R 41 2286693
S 42 2286712
R 42 2287163
S 43 2287213
S 44 2287714
R 43 2287723
R 44 2288205
S 45 2288215
R 45 2288684
S 46 2288716
R 46 2289198
S 47 2289217
R 47 2289698
S 48 2289718
R 48 2290192
S 49 2290219
R 49 2290675
S 50 2290720
R 50 2291200
