S 1 433065
R 1 433555
S 2 433566
R 2 434053
S 3 434067
R 3 434560
S 4 434568
R 4 435053
S 5 435069
R 5 435553
S 6 435570
R 6 436038
S 7 436071
R 7 436546
S 8 436572
R 8 437025
S 9 437073
R 9 437547
S 10 437574
R 10 438040
S 11 438075
R 11 438512
S 12 438576
R 12 439006
S 13 439077
R 13 439526
S 14 439578
R 14 440029
S 15 440079
R 15 440521
S 16 440580
R 16 441031
S 17 441081
R 17 441567
S 18 441582
R 18 442076
S 19 442083
S 20 442584
R 19 442603
R 20 443077
S 21 443085
R 21 443576
S 22 443586
R 22 444085
S 23 444087
R 23 444564
S 24 444588
R 24 445058
S 25 445089
R 25 445566
S 26 445590
R 26 446057
S 27 446091
R 27 446576
S 28 446592
R 28 447081
S 29 447093
R 29 447548
S 30 447594
R 30 448051
S 31 448095
R 31 448583
S 32 448596
R 32 449070
S 33 449097
R 33 449563
S 34 449598
R 34 450039
S 35 450099
R 35 450538
S 36 450600
R 36 451045
S 37 451101
R 37 451517
S 38 451602
R 38 452086
S 39 452103
R 39 452595
S 40 452604
R 40 453047
S 41 453105
S 42 453606
R 41 453628
S 43 454107
R 42 454116
R 43 454598
S 44 454608
R 44 455062
S 45 455109
R 45 455560
S 46 455610
R 46 456048
S 47 456111
R 47 456578
S 48 456612
R 48 457057
S 49 457113
R 49 457571
S 50 457614
