S 1 1763235
R 1 1763693
S 2 1763736
R 2 1764195
S 3 1764237
S 4 1764738
R 3 1764753
R 4 1765214
S 5 1765239
R 5 1765682
S 6 1765740
R 6 1766189
S 7 1766241
R 7 1766716
S 8 1766742
R 8 1767229
S 9 1767243
S 10 1767744
R 9 1767747
R 10 1768233
S 11 1768245
R 11 1768742
S 12 1768747
R 12 1769243
S 13 1769248
R 13 1769724
S 14 1769749
R 14 1770235
S 15 1770250
R 15 1770729
S 16 1770752
R 16 1771231
S 17 1771253
R 17 1771736
S 18 1771754
R 18 1772251
S 19 1772255
R 19 1772725
S 20 1772756
R 20 1773231
S 21 1773257
R 21 1773740
S 22 1773758
R 22 1774255
S 23 1774259
R 23 1774754
S 24 1774760
S 25 1775261
R 24 1775261
S 26 1775762
R 25 1775777
S 27 1776263
R 26 1776269
R 27 1776760
S 28 1776764
R 28 1777216
S 29 1777265
R 29 1777748
S 30 1777766
S 31 1778267
R 30 1778276
R 31 1778760
S 32 1778768
R 32 1779250
S 33 1779269
R 33 1779767
S 34 1779770
S 35 1780271
R 34 1780283
S 36 1780772
R 35 1780795
S 37 1781273
R 36 1781279
R 37 1781761
S 38 1781774
S 39 1782275
R 38 1782283
R 39 1782774
S 40 1782776
R 40 1783276
S 41 1783277
S 42 1783778
R 41 1783795
S 43 1784279
R 42 1784308
S 44 1784780
R 43 1784803
R 44 1785274
S 45 1785281
R 45 1785767
S 46 1785782
R 46 1786261
S 47 1786283
S 48 1786784
R 47 1786785
S 49 1787285
R 48 1787300
R 49 1787769
S 50 1787786
R 50 1788253
