S 1 288855
R 1 289343
S 2 289356
R 2 289832
S 3 289857
R 3 290344
S 4 290358
S 5 290859
R 4 290866
R 5 291347
S 6 291360
R 6 291832
S 7 291861
R 7 292303
S 8 292362
R 8 292831
S 9 292864
R 9 293329
S 10 293365
R 10 293826
S 11 293866
R 11 294316
S 12 294367
R 12 294851
S 13 294868
S 14 295369
R 13 295375
R 14 295830
S 15 295870
R 15 296313
S 16 296371
R 16 296826
S 17 296872
R 17 297321
S 18 297373
R 18 297791
S 19 297874
R 19 298322
S 20 298375
R 20 298801
S 21 298876
R 21 299281
S 22 299377
R 22 299807
S 23 299878
R 23 300327
S 24 300379
R 24 300830
S 25 300880
R 25 301333
S 26 301381
R 26 301862
S 27 301882
R 27 302341
S 28 302383
R 28 302838
S 29 302884
R 29 303365
S 30 303385
R 30 303860
S 31 303886
R 31 304343
S 32 304387
S 33 304888
R 32 304898
S 34 305389
R 33 305412
R 34 305883
S 35 305890
R 35 306363
S 36 306391
R 36 306887
S 37 306892
R 37 307383
S 38 307393
S 39 307894
R 38 307943
S 40 308395
R 39 308395
R 40 308872
S 41 308896
R 41 309347
S 42 309397
R 42 309878
S 43 309898
R 43 310379
S 44 310400
S 45 310901
R 44 310916
R 45 311399
S 46 311402
R 46 311894
S 47 311903
R 47 312396
S 48 312404
R 48 312869
S 49 312905
R 49 313384
S 50 313406
R 50 313899
