S 1 1887163
S 2 1887664
R 1 1888118
S 3 1888165
R 2 1888643
S 4 1888666
R 3 1889144
S 5 1889167
R 4 1889658
S 6 1889668
R 5 1890136
S 7 1890169
R 6 1890628
S 8 1890670
R 7 1891167
S 9 1891171
S 10 1891672
R 8 1891684
S 11 1892173
R 9 1892189
S 12 1892674
R 10 1892715
S 13 1893175
R 11 1893176
R 12 1893664
S 14 1893676
R 13 1894164
S 15 1894177
R 14 1894653
S 16 1894678
R 15 1895164
S 17 1895179
S 18 1895680
R 16 1895691
R 17 1896178
S 19 1896181
R 18 1896671
S 20 1896682
S 21 1897183
R 19 1897200
S 22 1897684
R 20 1897720
S 23 1898185
R 21 1898210
R 22 1898674
S 24 1898686
R 23 1899176
S 25 1899187
R 24 1899678
S 26 1899688
R 25 1900176
S 27 1900189
R 26 1900651
S 28 1900690
R 27 1901160
S 29 1901191
R 28 1901639
S 30 1901692
S 31 1902193
R 29 1902212
S 32 1902694
R 30 1902708
R 31 1903166
S 33 1903195
R 32 1903639
S 34 1903696
S 35 1904197
R 33 1904198
R 34 1904692
S 36 1904698
S 37 1905199
R 35 1905209
R 36 1905688
S 38 1905700
R 37 1906173
S 39 1906201
R 38 1906672
S 40 1906702
R 39 1907172
S 41 1907203
R 40 1907673
S 42 1907704
R 41 1908152
S 43 1908205
S 44 1908706
R 42 1908721
S 45 1909207
R 43 1909217
R 44 1909682
S 46 1909708
R 45 1910204
S 47 1910209
S 48 1910710
R 46 1910710
R 47 1911204
S 49 1911211
R 48 1911708
S 50 1911712
