S 1 2205189
S 2 2205690
S 3 2206191
S 4 2206692
R 1 2207178
S 5 2207193
R 2 2207668
S 6 2207694
R 3 2208188
S 7 2208195
R 4 2208680
S 8 2208696
R 5 2209176
S 9 2209197
R 6 2209678
S 10 2209698
R 7 2210164
S 11 2210199
R 8 2210686
S 12 2210700
R 9 2211158
S 13 2211201
R 10 2211686
S 14 2211702
R 11 2212189
S 15 2212203
R 12 2212677
S 16 2212704
R 13 2213173
S 17 2213206
R 14 2213695
S 18 2213707
R 15 2214198
S 19 2214208
R 16 2214665
S 20 2214709
R 17 2215193
S 21 2215211
R 18 2215690
S 22 2215712
R 19 2216188
S 23 2216213
R 20 2216698
S 24 2216714
R 21 2217212
S 25 2217216
R 22 2217709
S 26 2217717
R 23 2218198
S 27 2218218
S 28 2218719
R 24 2218736
S 29 2219220
R 25 2219220
R 26 2219691
S 30 2219721
R 27 2220211
S 31 2220222
R 28 2220719
S 32 2220723
R 29 2221217
S 33 2221224
R 30 2221718
S 34 2221725
R 31 2222224
S 35 2222226
R 32 2222723
S 36 2222727
R 33 2223226
S 37 2223228
S 38 2223729
R 34 2223738
R 35 2224219
S 39 2224230
S 40 2224731
R 36 2224740
S 41 2225232
R 37 2225246
R 38 2225730
S 42 2225733
S 43 2226234
R 39 2226237
S 44 2226735
R 40 2226750
R 41 2227235
S 45 2227236
R 42 2227736
S 46 2227737
S 47 2228238
R 43 2228245
S 48 2228739
R 44 2228742
S 49 2229240
R 45 2229242
S 50 2229741
R 46 2229745
