S 1 502565
S 2 503066
S 3 503567
S 4 504068
R 1 504539
S 5 504569
R 2 505016
S 6 505070
R 3 505516
S 7 505571
R 4 506018
S 8 506072
R 5 506532
S 9 506573
R 6 507044
S 10 507074
R 7 507525
S 11 507575
R 8 508035
S 12 508076
R 9 508555
S 13 508577
R 10 509057
S 14 509078
R 11 509572
S 15 509579
S 16 510080
R 12 510088
R 13 510563
S 17 510581
R 14 511074
S 18 511082
R 15 511568
S 19 511583
R 16 512076
S 20 512084
R 17 512556
S 21 512585
R 18 513085
S 22 513086
R 19 513576
S 23 513587
R 20 514081
S 24 514088
R 21 514570
S 25 514589
R 22 515058
S 26 515090
R 23 515571
S 27 515591
R 24 516070
S 28 516092
R 25 516541
S 29 516593
R 26 517061
S 30 517094
R 27 517576
S 31 517595
R 28 518084
S 32 518096
R 29 518555
S 33 518597
R 30 519083
S 34 519098
R 31 519581
S 35 519599
R 32 520059
S 36 520100
R 33 520583
S 37 520601
R 34 521067
S 38 521102
R 35 521600
S 39 521603
R 36 522065
S 40 522104
R 37 522572
S 41 522605
S 42 523106
R 38 523120
R 39 523563
S 43 523607
R 40 524065
S 44 524108
R 41 524565
S 45 524609
R 42 525082
S 46 525110
R 43 525576
S 47 525611
R 44 526076
S 48 526112
R 45 526579
S 49 526613
R 46 527069
S 50 527114
R 47 527588
