S 1 1063337
S 2 1063838
S 3 1064339
S 4 1064840
R 1 1065320
S 5 1065341
R 2 1065785
S 6 1065842
R 3 1066278
S 7 1066343
R 4 1066777
S 8 1066844
R 5 1067266
S 9 1067345
R 6 1067760
S 10 1067846
R 7 1068307
S 11 1068347
R 8 1068788
S 12 1068848
R 9 1069304
S 13 1069349
R 10 1069782
S 14 1069850
R 11 1070282
S 15 1070351
R 12 1070781
S 16 1070852
R 13 1071276
S 17 1071353
R 14 1071787
S 18 1071854
R 15 1072276
S 19 1072355
R 16 1072768
S 20 1072856
R 17 1073273
S 21 1073357
R 18 1073790
S 22 1073858
R 19 1074310
S 23 1074359
R 20 1074804
S 24 1074860
R 21 1075299
S 25 1075361
R 22 1075795
S 26 1075862
R 23 1076284
S 27 1076363
R 24 1076777
S 28 1076864
R 25 1077291
S 29 1077365
R 26 1077768
S 30 1077866
R 27 1078316
S 31 1078367
R 28 1078806
S 32 1078868
R 29 1079279
S 33 1079369
R 30 1079788
S 34 1079870
R 31 1080278
S 35 1080371
R 32 1080800
S 36 1080872
R 33 1081298
S 37 1081373
R 34 1081795
S 38 1081874
R 35 1082293
S 39 1082375
R 36 1082780
S 40 1082876
R 37 1083255
S 41 1083377
R 38 1083780
S 42 1083878
R 39 1084341
S 43 1084379
R 40 1084857
S 44 1084880
R 41 1085371
S 45 1085381
R 42 1085826
S 46 1085882
R 43 1086337
S 47 1086383
R 44 1086823
S 48 1086884
R 45 1087308
S 49 1087385
R 46 1087804
S 50 1087886
R 47 1088289
