S 1 1952111
S 2 1952612
S 3 1953113
S 4 1953614
R 1 1954034
S 5 1954115
S 6 1954616
R 2 1954624
S 7 1955117
R 3 1955155
S 8 1955618
R 4 1955644
S 9 1956119
R 5 1956127
S 10 1956620
R 6 1956636
S 11 1957121
R 7 1957143
S 12 1957622
R 8 1957647
R 9 1958122
S 13 1958123
R 10 1958620
S 14 1958624
R 11 1959107
S 15 1959126
R 12 1959616
S 16 1959627
R 13 1960115
S 17 1960128
R 14 1960626
S 18 1960629
S 19 1961131
R 15 1961138
R 16 1961606
S 20 1961632
R 17 1962124
S 21 1962133
R 18 1962588
S 22 1962634
R 19 1963126
S 23 1963136
R 20 1963615
S 24 1963637
R 21 1964106
S 25 1964138
R 22 1964608
S 26 1964639
R 23 1965125
S 27 1965140
R 24 1965621
S 28 1965641
R 25 1966110
S 29 1966142
R 26 1966625
S 30 1966643
R 27 1967130
S 31 1967144
R 28 1967622
S 32 1967645
R 29 1968130
S 33 1968146
S 34 1968647
R 30 1968648
R 31 1969146
S 35 1969148
R 32 1969644
S 36 1969649
S 37 1970150
R 33 1970161
S 38 1970651
R 34 1970654
R 35 1971131
S 39 1971152
R 36 1971647
S 40 1971653
R 37 1972144
S 41 1972154
R 38 1972628
S 42 1972655
R 39 1973132
S 43 1973156
R 40 1973653
S 44 1973657
R 41 1974150
S 45 1974158
R 42 1974640
S 46 1974659
R 43 1975140
S 47 1975160
R 44 1975654
S 48 1975661
R 45 1976140
S 49 1976162
R 46 1976637
S 50 1976663
