S 1 1189352
S 2 1189853
S 3 1190354
R 1 1190365
S 4 1190855
R 2 1190862
R 3 1191345
S 5 1191356
R 4 1191841
S 6 1191857
R 5 1192331
S 7 1192358
R 6 1192833
S 8 1192859
R 7 1193320
S 9 1193360
R 8 1193828
S 10 1193861
R 9 1194349
S 11 1194362
R 10 1194840
S 12 1194863
R 11 1195344
S 13 1195364
R 12 1195843
S 14 1195865
R 13 1196356
S 15 1196366
R 14 1196860
S 16 1196867
S 17 1197368
R 15 1197375
S 18 1197869
R 16 1197884
S 19 1198370
R 17 1198395
R 18 1198862
S 20 1198871
S 21 1199372
R 19 1199373
S 22 1199873
R 20 1199876
S 23 1200374
R 21 1200376
R 22 1200856
S 24 1200875
R 23 1201358
S 25 1201376
R 24 1201853
S 26 1201878
S 27 1202379
R 25 1202401
S 28 1202880
R 26 1202894
S 29 1203381
R 27 1203385
R 28 1203857
S 30 1203883
S 31 1204384
R 29 1204395
S 32 1204885
R 30 1204890
S 33 1205386
R 31 1205417
R 32 1205874
S 34 1205888
R 33 1206366
S 35 1206389
R 34 1206843
S 36 1206890
R 35 1207372
S 37 1207391
R 36 1207844
S 38 1207892
R 37 1208368
S 39 1208393
R 38 1208858
S 40 1208894
S 41 1209395
R 39 1209415
S 42 1209896
R 40 1209904
R 41 1210373
S 43 1210397
R 42 1210865
S 44 1210898
S 45 1211399
R 43 1211408
R 44 1211884
S 46 1211900
S 47 1212401
R 45 1212446
R 46 1212888
S 48 1212902
R 47 1213373
S 49 1213403
R 48 1213842
S 50 1213904
R 49 1214358
