S 1 1728849
S 2 1729350
S 3 1729851
S 4 1730352
S 5 1730853
R 1 1730869
R 2 1731326
S 6 1731354
R 3 1731854
S 7 1731855
R 4 1732337
S 8 1732356
S 9 1732857
R 5 1732861
R 6 1733321
S 10 1733358
R 7 1733831
S 11 1733859
R 8 1734329
S 12 1734360
R 9 1734803
S 13 1734861
R 10 1735325
S 14 1735362
R 11 1735809
S 15 1735863
R 12 1736305
S 16 1736364
R 13 1736816
S 17 1736865
R 14 1737311
S 18 1737366
R 15 1737826
S 19 1737867
R 16 1738288
S 20 1738368
R 17 1738827
S 21 1738869
R 18 1739297
S 22 1739370
R 19 1739810
S 23 1739871
R 20 1740309
S 24 1740372
R 21 1740816
S 25 1740873
R 22 1741310
S 26 1741374
R 23 1741820
S 27 1741875
R 24 1742320
S 28 1742376
R 25 1742837
S 29 1742877
R 26 1743343
S 30 1743378
R 27 1743860
S 31 1743879
R 28 1744345
S 32 1744380
R 29 1744834
S 33 1744881
R 30 1745313
S 34 1745382
R 31 1745835
S 35 1745883
R 32 1746331
S 36 1746384
R 33 1746842
S 37 1746885
R 34 1747343
S 38 1747386
R 35 1747846
S 39 1747887
R 36 1748324
S 40 1748388
R 37 1748799
S 41 1748889
R 38 1749303
S 42 1749390
R 39 1749807
S 43 1749891
R 40 1750316
S 44 1750392
R 41 1750860
S 45 1750893
R 42 1751341
S 46 1751394
R 43 1751848
S 47 1751895
R 44 1752321
S 48 1752396
R 45 1752850
S 49 1752897
R 46 1753363
S 50 1753398
R 47 1753850
S 51 1753899
R 48 1754350
